-1.5000e+02   5.42163257e-03
-1.4900e+02   6.55986211e-03
-1.4800e+02   7.54736228e-03
-1.4700e+02   8.34478471e-03
-1.4599e+02   8.91965828e-03
-1.4499e+02   9.24774344e-03
-1.4399e+02   9.31408606e-03
-1.4299e+02   9.11372593e-03
-1.4199e+02   8.65202801e-03
-1.4099e+02   7.94461841e-03
-1.3999e+02   7.01692222e-03
-1.3898e+02   5.90331552e-03
-1.3798e+02   4.64591901e-03
-1.3698e+02   3.29307474e-03
-1.3598e+02   1.89756039e-03
-1.3498e+02   5.14606229e-04
-1.3398e+02   -8.00211452e-04
-1.3298e+02   -1.99312105e-03
-1.3197e+02   -3.01426805e-03
-1.3097e+02   -3.81970712e-03
-1.2997e+02   -4.37319536e-03
-1.2897e+02   -4.64771452e-03
-1.2797e+02   -4.62665962e-03
-1.2697e+02   -4.30464298e-03
-1.2597e+02   -3.68787705e-03
-1.2496e+02   -2.79411474e-03
-1.2396e+02   -1.65214292e-03
-1.2296e+02   -3.00841578e-04
-1.2196e+02   1.21216183e-03
-1.2096e+02   2.83219731e-03
-1.1996e+02   4.49955672e-03
-1.1896e+02   6.15172505e-03
-1.1795e+02   7.72575663e-03
-1.1695e+02   9.16070690e-03
-1.1595e+02   1.04000274e-02
-1.1495e+02   1.13938314e-02
-1.1395e+02   1.21009400e-02
-1.1295e+02   1.24906283e-02
-1.1195e+02   1.25439974e-02
-1.1094e+02   1.22549148e-02
-1.0994e+02   1.16304787e-02
-1.0894e+02   1.06909812e-02
-1.0794e+02   9.46936223e-03
-1.0694e+02   8.01016620e-03
-1.0594e+02   6.36803395e-03
-1.0494e+02   4.60577781e-03
-1.0393e+02   2.79210727e-03
-1.0293e+02   9.99085538e-04
-1.0193e+02   -7.00590297e-04
-1.0093e+02   -2.23638476e-03
-9.9928e+01   -3.54268948e-03
-9.8927e+01   -4.56145238e-03
-9.7926e+01   -5.24456740e-03
-9.6924e+01   -5.55592902e-03
-9.5923e+01   -5.47306639e-03
-9.4921e+01   -4.98828678e-03
-9.3920e+01   -4.10927495e-03
-9.2918e+01   -2.85911485e-03
-9.1917e+01   -1.27572135e-03
-9.0916e+01   5.89308231e-04
-8.9914e+01   2.67239089e-03
-8.8913e+01   4.90014955e-03
-8.7911e+01   7.19202642e-03
-8.6910e+01   9.46322765e-03
-8.5908e+01   1.16278942e-02
-8.4907e+01   1.36023833e-02
-8.3906e+01   1.53085389e-02
-8.2904e+01   1.66768260e-02
-8.1903e+01   1.76492076e-02
-8.0901e+01   1.81816498e-02
-7.9900e+01   1.82461516e-02
-7.8898e+01   1.78322118e-02
-7.7897e+01   1.69476656e-02
-7.6896e+01   1.56188439e-02
-7.5894e+01   1.38900335e-02
-7.4893e+01   1.18222435e-02
-7.3891e+01   9.49130555e-03
-7.2890e+01   6.98536595e-03
-7.1888e+01   4.40184694e-03
-7.0887e+01   1.84397954e-03
-6.9886e+01   -5.82973322e-04
-6.8884e+01   -2.77566954e-03
-6.7883e+01   -4.63667314e-03
-6.6881e+01   -6.07832410e-03
-6.5880e+01   -7.02634546e-03
-6.4878e+01   -7.42304646e-03
-6.3877e+01   -7.22999183e-03
-6.2876e+01   -6.43002408e-03
-6.1874e+01   -5.02854606e-03
-6.0873e+01   -3.05399628e-03
-5.9871e+01   -5.57477048e-04
-5.8870e+01   2.38847462e-03
